customer_id,customer_name,gender,age,email,phone,city,country,segment,signup_date
CUST00596,Abigail Lopez,Other,27,pbrown@example.com,4229842445,Vancouver,Canada,Corporate,18-08-2022
CUST01000,Mark Robinson,Female,46,amy56@example.net,(498)203-9716x02673,Chicago,USA,Consumer,02-08-2021
CUST00969,Stephanie Case,Male,30,bakerdavid@example.com,+1-945-955-9267x0273,Berlin,Germany,Consumer,27-06-2024
CUST00428,Jasmine Fletcher,Female,28,bradley26@example.net,2838802298,Paris,France,Corporate,17-02-2019
CUST00633,Jennifer Wilkins,Other,58,,001-547-903-5882x70001,Berlin,Germany,Consumer,24-07-2021
CUST00420,Casey Riddle,Other,66,melissa83@example.net,387.884.8723x288,Bengaluru,India,Consumer,04-08-2021
CUST00080,Richard Clark,Male,19,kconner@example.net,001-391-684-3738x171,London,UK,Corporate,07-07-2021
CUST00528,Curtis Ramsey,Male,35,taylorbrandon@example.net,+1-912-348-6068x3490,Houston,USA,Consumer,24-09-2021
CUST00284,Meagan Levy,Male,41,matthewkennedy@example.net,001-627-815-3470x2567,Tokyo,Japan,Consumer,07-12-2019
CUST00723,Jill Olson,Other,38,philiparmstrong@example.net,(225)564-2671,New York,USA,Corporate,15-03-2022
CUST00914,Meagan Conley,Other,39,ynguyen@example.com,904-772-9977,Los Angeles,USA,Consumer,25-06-2021
CUST00983,Adam Vega,Other,48,bryantshirley@example.com,+1-367-201-4547x9632,New York,USA,Consumer,27-11-2022
CUST00651,Michael Watson,Female,43,iliu@example.net,3797764433,New York,USA,Consumer,10-03-2022
CUST00047,Christina Wright,Male,52,joecampbell@example.net,351.964.3883,Houston,USA,Consumer,11-12-2024
CUST00616,Gregory Morris,Male,18,rsmith@example.com,7472394686,London,UK,Corporate,29-01-2021
CUST00681,Jason Dickson,Other,25,npeterson@example.org,976.742.3245x586,Delhi,India,Corporate,15-03-2024
CUST00776,Jeanette Brown,,67,suzannedavis@example.net,+1-904-558-9328x512,Los Angeles,USA,Corporate,06-12-2024
CUST00628,Julia Anderson,Other,26,shane98@example.org,001-551-715-3059x28318,Sydney,Australia,Consumer,15-01-2022
CUST00743,Monica Chambers,Male,33,shughes@example.org,419.586.4073,New York,USA,Consumer,08-09-2019
CUST00507,Penny Reeves,Female,37,dhayes@example.com,765-535-2145,Melbourne,Australia,Corporate,01-02-2024
CUST00462,Lindsey Miller,Other,32,stricklanddaniel@example.net,854.309.7464x88609,Chennai,India,Corporate,15-12-2023
CUST00905,Adam Clark,Female,50,elizabeth18@example.com,+1-564-347-0275x1251,London,UK,Home Office,31-07-2020
CUST00228,Michael Marsh,Male,60,wallacematthew@example.net,+1-727-753-6138x6623,Delhi,India,Consumer,12-04-2021
CUST00734,Kristina Herrera,Female,43,dominguezmichael@example.net,001-941-783-1566x314,Tokyo,Japan,Consumer,17-10-2021
CUST00142,William Gonzales,Male,23,freemancharles@example.com,(628)946-2948,London,UK,Consumer,31-01-2019
CUST00808,Eric Mcintosh,Female,27,william93@example.com,-7144,New York,USA,Consumer,04-05-2021
CUST00513,Ashley Smith,Female,58,tjensen@example.com,519.210.5432x161,Los Angeles,USA,Corporate,14-05-2020
CUST00283,Monica Atkins,Other,70,spencer15@example.net,+1-233-864-5048x0556,Houston,USA,Consumer,08-10-2024
CUST00771,Alyssa Oconnor,Male,54,reynoldsgregg@example.org,(249)658-8476x25271,Vancouver,Canada,Corporate,13-04-2023
CUST00871,Timothy Lopez,Female,28,paul61@example.com,232.606.7710x541,Singapore,Singapore,Consumer,20-04-2021
CUST00570,Larry Hopkins,Female,,dgriffith@example.com,332.477.3817,Berlin,Germany,Consumer,22-04-2022
CUST00683,Joseph Carlson,Female,57,qwilson@example.org,604.927.4723x54931,Delhi,India,Corporate,23-02-2020
CUST00149,Christina Gross,Other,50,carolynmiller@example.net,820-734-8050x35507,Toronto,Canada,Consumer,18-01-2020
CUST00195,Lance Clayton,Female,36,conradgabriel@example.org,001-816-665-6675x5228,Vancouver,Canada,Consumer,20-10-2019
CUST00704,Michelle Anderson,Female,41,whitney70@example.com,(474)238-6465,Chicago,USA,Consumer,29-05-2023
CUST00912,Amanda Ali,Other,69,mark99@example.net,275.787.5576x2726,Chennai,India,Consumer,26-04-2023
CUST00547,Shawna Miller,Female,62,cynthiawells@example.org,671-400-9785x5391,Manchester,UK,Corporate,18-08-2023
CUST00697,Kelsey Mason,Other,,gloriadowns@example.org,(307)879-8558,Bengaluru,India,Consumer,08-02-2024
CUST00269,Emily Johnson,,57,stephenfrye@example.com,+1-659-557-3825x3934,Houston,USA,Home Office,04-04-2023
CUST00324,Brian Fuller,Female,47,riveraamy@example.net,(690)267-8929x7480,New York,USA,Corporate,20-11-2019
CUST00829,Lisa Mcgee,Male,43,duncanmichael@example.net,736.465.4792x9870,Melbourne,Australia,Home Office,05-01-2021
CUST00468,Adam Bell,Other,69,vrogers@example.net,(235)975-7163,Chennai,India,Consumer,12-09-2019
CUST00574,Jonathon Garcia,Female,49,zachary79@example.org,(616)717-8535,Lyon,France,Home Office,20-08-2020
CUST00106,Johnny Mason,Male,39,daniel16@example.org,-10886,Chicago,USA,Corporate,01-03-2023
CUST00658,Robert Irwin,Other,35,david61@example.org,+1-313-884-2558x8587,Houston,USA,Consumer,11-10-2024
CUST00650,Jonathan Walker,Male,50,vrojas@example.com,001-382-869-4196x93796,Chicago,USA,Consumer,01-07-2023
CUST00447,Erika Anderson,Female,67,rcampbell@example.org,+1-318-503-2508x5447,Vancouver,Canada,Home Office,20-04-2020
CUST00966,Julie Rodriguez,Male,40,gabriellanelson@example.net,(902)754-2910,Chennai,India,Home Office,07-02-2022
CUST00066,Charles Schneider,Male,32,terryjillian@example.org,001-553-381-6133,Lyon,France,Consumer,16-03-2019
CUST00558,Christopher Perry,Other,51,,889.211.3300x2708,Chicago,USA,Consumer,14-07-2022
CUST00982,Timothy Olson,Female,54,scott21@example.com,001-277-406-3604,Melbourne,Australia,Corporate,08-12-2024
CUST00779,Jennifer Wright,Female,45,hannahwhite@example.net,(866)458-7221x27203,Berlin,Germany,Consumer,03-01-2022
CUST00024,Dennis Nixon,Other,69,john43@example.com,(505)261-7483,Lyon,France,Corporate,19-07-2019
CUST00782,Sarah Barry,Other,67,garciasophia@example.com,+1-449-946-1342x116,London,UK,Consumer,25-08-2021
CUST00132,Nicole Miller DDS,Female,21,daniel76@example.com,585.305.1494,Toronto,Canada,Consumer,31-10-2019
CUST00989,Tyler Leonard,Female,34,nguyenrebekah@example.com,001-764-472-5189,Manchester,UK,Home Office,15-08-2024
CUST00536,Jamie Schwartz,Female,56,jenniferfrench@example.com,(513)285-7383x27724,Singapore,Singapore,Consumer,24-05-2023
CUST00790,Dr. Ashley Lynch,Female,62,judithnguyen@example.org,+1-424-855-5718x40952,Toronto,Canada,Home Office,21-08-2020
CUST00020,Kathleen Murphy,Male,25,brian26@example.org,701-841-9314x170,Munich,Germany,Corporate,23-07-2024
CUST00345,Joseph Alvarez,Female,65,dawsonblake@example.com,(417)628-8218x926,Melbourne,Australia,Corporate,21-04-2020
CUST00374,Joseph Horton,Female,23,charles86@example.net,505-960-4405x090,Delhi,India,Corporate,28-07-2019
CUST00992,Brian Perez,Other,41,lynchmarc@example.com,+1-422-914-4345x1158,Chicago,USA,Home Office,22-07-2020
CUST00913,Pamela Sellers,Female,68,april86@example.com,536-747-1719,Paris,France,Consumer,20-10-2022
CUST00111,Thomas Martin,Male,35,marionguyen@example.com,834-900-2819x5708,,Germany,Consumer,14-02-2021
CUST00763,Rhonda Russell,Other,62,john04@example.org,001-645-332-7453,Lyon,France,Corporate,17-02-2024
CUST00740,John Roberts,Female,53,christopher36@example.com,694.413.2701x626,Houston,USA,Consumer,28-06-2020
CUST00961,Amber Valencia,Female,22,jasonbrooks@example.net,3867649121,New York,USA,Consumer,01-03-2019
CUST00566,Melanie Howard,Other,19,lfigueroa@example.net,+1-414-694-7877x994,Chicago,USA,Consumer,22-06-2023
CUST00874,Nathan Murphy,Other,57,qkemp@example.com,(769)401-4708x0187,Munich,Germany,Home Office,25-07-2019
CUST00489,Daniel Estrada,Other,49,veronicagibbs@example.net,784.626.7341x88720,Paris,France,Consumer,09-02-2020
CUST00802,Danielle Webster,Other,39,spenceradrian@example.net,767.963.9827,Chennai,India,Consumer,01-05-2019
CUST00994,Joseph Nelson,Male,27,morankaren@example.com,,Lyon,France,Consumer,22-05-2020
CUST00171,Jacqueline Marshall,Female,19,jmckinney@example.com,537-980-5081x69504,Munich,Germany,Home Office,30-09-2020
CUST00749,Grace Hernandez,Other,26,timothyblake@example.net,+1-288-509-6617x8508,Manchester,UK,Home Office,30-11-2023
CUST00563,Jose Flores,Male,33,juliemcdaniel@example.com,888.325.3525x4323,Mumbai,India,Corporate,04-08-2024
CUST00013,Nicole Woods,Male,54,ryanfields@example.org,001-967-761-2220x2972,Houston,USA,Consumer,08-12-2019
CUST00500,William Vazquez,Female,36,vholmes@example.com,642-768-4904x1290,Berlin,Germany,Corporate,02-01-2024
CUST00232,Brandon Gonzalez,Other,22,hrogers@example.com,246-674-5014x24119,Munich,Germany,Corporate,16-10-2019
CUST00304,Steven Russell,Male,26,castrosteven@example.net,688.911.5600,Lyon,France,Consumer,16-10-2022
CUST00479,George Banks,Male,57,jeremytaylor@example.net,558-924-9167x84650,Mumbai,India,Corporate,25-11-2022
CUST00670,Julie Moore,Female,35,wadams@example.net,860.269.6942x0484,Paris,France,Corporate,03-07-2023
CUST00870,Margaret Day,Other,70,sperez@example.net,2335021487,Los Angeles,USA,Consumer,12-07-2024
CUST00224,Zachary Bryant,Female,59,theresacampos@example.org,(925)960-9523x02949,Bengaluru,India,Consumer,16-05-2022
CUST00543,Michael Davis,Other,64,odomnoah@example.org,001-887-694-5961x199,Singapore,Singapore,Consumer,20-04-2022
CUST00715,Justin Hall,Male,30,charles18@example.com,669.663.5630,Tokyo,Japan,Consumer,30-05-2022
CUST00073,Mark Rodriguez,Male,64,nicolemarshall@example.org,(863)884-7024x9603,Bengaluru,India,Consumer,28-01-2024
CUST00249,Kristin Thomas,Other,48,blara@example.org,+1-749-443-6387x010,Delhi,India,Consumer,28-06-2023
CUST00823,Kristin Kidd,Female,39,alicia56@example.org,001-396-899-7676x99558,Los Angeles,USA,Consumer,13-03-2023
CUST00030,Thomas Arias,Female,21,perkinsdonald@example.net,252-498-4153x776,Vancouver,Canada,Corporate,08-01-2019
CUST00490,Erika Baker,Female,45,sherri36@example.org,8918896860,Munich,,Corporate,11-02-2021
CUST00582,Julie Perez,Other,65,linda11@example.org,(502)825-4426x933,Berlin,Germany,Corporate,30-05-2020
CUST00631,Edward Butler MD,Male,19,droberts@example.com,992.277.9087,Berlin,Germany,Corporate,08-04-2020
CUST00518,Jessica Williams,Female,19,edwardcarpenter@example.com,267.747.2710x61304,Vancouver,Canada,Consumer,15-06-2023
CUST00991,Victoria Nixon,Male,27,davidbaker@example.org,753-357-5060x6118,Tokyo,Japan,Consumer,25-08-2020
CUST00077,James Mckay,Other,26,virginiayu@example.com,722.813.7832,Lyon,France,Consumer,22-10-2021
CUST00968,Alexander Wood,Male,18,jessica75@example.com,648.400.3832x3156,Chicago,USA,Consumer,28-08-2022
CUST00135,Jaime Johnson,Other,36,ethomas@example.net,8866517022,Mumbai,India,Home Office,10-01-2019
CUST00293,Deanna Newman,Female,53,jacquelinetownsend@example.net,554.988.2791x24443,London,UK,Consumer,16-06-2023
CUST00888,Madeline Jones,Other,58,veronicajacobs@example.net,507-420-8656x1748,Paris,France,Corporate,29-01-2019
CUST00967,Becky Briggs,Male,64,crystalyoung@example.net,(680)554-1093,London,UK,Home Office,01-04-2024
CUST00154,Robert Mcintyre,,46,brian96@example.com,(630)640-4633x5356,Lyon,France,Home Office,10-04-2024
CUST00471,Timothy Webster,Female,27,jjohnson@example.com,243.747.9838,Chicago,USA,Corporate,13-08-2024
CUST00899,Michael Santana,Female,47,justin08@example.org,001-948-998-0603,Vancouver,Canada,Consumer,11-01-2021
CUST00622,Jamie Jones,Female,54,wnelson@example.com,966.488.3440,Los Angeles,USA,Consumer,18-07-2023
CUST00499,Megan Choi,Female,45,carolspencer@example.org,460-487-2604x10438,London,UK,Consumer,08-11-2020
CUST00092,Mr. Richard Bowen,Other,19,kylebrown@example.com,534.890.6781x851,Houston,USA,Consumer,23-06-2022
CUST00550,Lisa Eaton,Other,27,angelajohnson@example.com,590-887-3772x07518,Toronto,Canada,Corporate,17-07-2023
CUST00504,Mason Reed,Female,,zsmith@example.net,378-781-9190,London,UK,Consumer,06-03-2020
CUST00766,Alex Oconnell,Male,35,kenneth04@example.com,,Houston,USA,Consumer,15-08-2024
CUST00530,Wesley Morris,Female,67,sandy27@example.org,+1-778-488-3486x31665,Vancouver,Canada,Home Office,17-12-2024
CUST00014,Alison Lloyd,Female,61,rosesarah@example.com,730.643.4839,Los Angeles,USA,Corporate,07-04-2022
CUST00712,Madison King,,68,mike10@example.org,001-475-342-6384x3376,Los Angeles,USA,Corporate,06-05-2022
CUST00725,Mario Sullivan,Other,24,jsanders@example.net,001-936-382-7073x63199,Vancouver,Canada,Consumer,06-12-2024
CUST00833,Ashley Smith,Female,51,kimberly63@example.org,+1-408-605-7466x4551,Toronto,Canada,Consumer,01-02-2019
CUST00255,Joseph Smith,Other,39,danielle71@example.com,269-699-4056x158,London,UK,Corporate,06-05-2024
CUST00645,Katie Potts,Other,69,tyler47@example.org,+1-716-288-3378x214,Delhi,India,Corporate,28-11-2019
CUST00187,Lisa Carter,Female,58,riddlejacob@example.com,(583)713-0626x45252,Los Angeles,USA,Corporate,03-05-2024
CUST00026,Amanda Conley,Male,21,zgross@example.net,(288)490-9310,Chennai,India,Corporate,27-10-2022
CUST00199,Gary Carroll,Male,31,angelahoover@example.com,001-780-332-0846,Vancouver,Canada,Corporate,22-09-2024
CUST00744,Anthony Fernandez,Female,52,bryantmelvin@example.com,001-535-652-5534x7041,Toronto,Canada,Consumer,15-07-2024
CUST00710,Sheri Kramer,Other,24,emilymcintyre@example.net,+1-953-357-0369x35552,Los Angeles,USA,Corporate,01-07-2019
CUST00146,Melanie Torres,Male,60,jodi83@example.com,-6854,Sydney,Australia,Home Office,23-12-2024
CUST00881,Lisa Phillips,,34,pnunez@example.com,330.639.4067,Mumbai,India,Consumer,08-07-2019
CUST00322,Sarah Trevino,Other,41,xwolfe@example.org,001-369-950-6469,Manchester,UK,Consumer,03-04-2022
CUST00588,Mark Miller,Male,61,samanthaparker@example.com,(554)313-2327,Vancouver,Canada,Consumer,31-12-2020
CUST00475,Zachary Ball,Male,59,deborah27@example.org,(246)482-8841x08167,New York,USA,Consumer,11-10-2019
CUST00630,Matthew Pace,Male,37,qthomas@example.com,(843)806-4417x0633,Singapore,Singapore,Consumer,18-03-2022
CUST00270,Jennifer Clark,Female,49,harriswilliam@example.org,001-231-841-3904x06145,Chicago,USA,Consumer,05-02-2021
CUST00656,John Wilson,Male,36,stephen82@example.net,367.567.3954x540,Delhi,India,Consumer,26-04-2021
CUST00083,John Fox,Other,40,justinpeterson@example.com,-9006,Toronto,Canada,Consumer,06-11-2024
CUST00213,Marie Ryan,Female,18,hvelazquez@example.net,001-613-834-0461x29792,Chennai,India,Home Office,28-06-2020
CUST00213,Marie Ryan,Female,18,hvelazquez@example.net,001-613-834-0461x29792,Chennai,India,Home Office,28-06-2020
CUST00147,Daniel Oneal,Female,64,zsullivan@example.net,001-342-491-2444x98513,Singapore,Singapore,Consumer,28-10-2020
CUST00315,Kerri Mendoza,Male,43,warrendouglas@example.net,854.541.4360,Vancouver,Canada,Corporate,12-04-2021
CUST00208,Linda Lloyd,Other,41,mccarthydoris@example.net,876-308-3028x7313,Los Angeles,USA,Consumer,04-09-2022
CUST00649,Leslie Lowery,Other,29,woodssean@example.org,653.679.0741,New York,USA,Consumer,02-08-2022
CUST00452,Eric Nichols,Female,51,erik46@example.net,952-879-6755,Sydney,Australia,Consumer,13-05-2024
CUST00685,Michele Morales,Female,36,devans@example.org,410.374.2823x2957,Bengaluru,India,Consumer,03-11-2023
CUST00926,Nicholas Thomas,Female,53,tylermayer@example.org,4979631937,Melbourne,Australia,Home Office,05-06-2019
CUST00279,Matthew Johnson,Male,59,belindacherry@example.org,001-811-653-0394x525,Manchester,UK,Consumer,21-12-2019
CUST00464,Troy Maddox,Female,66,everettseth@example.org,8358520108,Delhi,India,Consumer,28-01-2020
CUST00717,Jason Ortiz,Other,50,antonio87@example.org,+1-894-597-3364x669,Berlin,Germany,Home Office,18-01-2022
CUST00660,Teresa Johnson,Male,36,hernandezkayla@example.net,001-753-429-2023x38570,Bengaluru,India,Consumer,19-09-2019
CUST00638,Suzanne Stewart,Male,52,austin93@example.net,663.332.9258x641,Houston,USA,Consumer,10-01-2019
CUST00971,Tracy Knapp,Other,20,jacksonsierra@example.org,210-296-5398x419,Berlin,Germany,Consumer,24-06-2019
CUST00415,Diane Ballard,Female,24,cassidyfigueroa@example.com,883-940-6558x1947,Houston,USA,Corporate,02-06-2019
CUST00436,John Moreno,Other,36,garyroberson@example.org,2554802310,Manchester,UK,Consumer,29-02-2020
CUST00586,Daniel Smith,Female,34,laurachurch@example.net,(964)605-9252,Houston,USA,Consumer,05-03-2023
CUST00684,Lisa Tran,Female,62,patrick30@example.net,+1-944-290-9883x604,Singapore,Singapore,Consumer,25-09-2021
CUST00099,Janice Johnson,Male,60,chavezmatthew@example.org,615.825.3027x8272,Manchester,UK,Consumer,21-06-2021
CUST00875,Shirley Kelley,Female,64,robertcarroll@example.com,571.414.9901x202,Los Angeles,USA,Consumer,20-03-2020
CUST00754,Mariah Shea,Other,54,emma34@example.net,001-532-844-4046x51356,Mumbai,India,Consumer,05-03-2020
CUST00320,Nicholas Olson,Other,58,welchglenn@example.org,(371)817-0076,Mumbai,India,Corporate,23-05-2020
CUST00413,Mr. Austin Nelson,Other,67,adamskelsey@example.com,911-572-5096,Vancouver,Canada,Consumer,17-02-2022
CUST00646,Brandi Macias,Other,21,davidlutz@example.org,251-400-0261x5775,Paris,France,Corporate,24-01-2019
CUST00274,Charles Frost,Female,36,allenmadison@example.org,001-217-496-6570x30783,Houston,USA,Corporate,10-03-2020
CUST00391,Jared Wilson,Other,19,yhall@example.com,568-922-2422,Lyon,France,Home Office,17-03-2022
CUST00978,Alexis Smith,Male,70,brittany85@example.com,001-226-835-1537,Singapore,Singapore,Corporate,05-07-2024
CUST00054,Stephanie Williams,Other,28,contrerasmario@example.com,+1-978-446-4936x657,Berlin,Germany,Consumer,21-02-2019
CUST00917,Melissa Rodriguez,Female,21,jennifer11@example.net,001-246-624-2805x0769,Tokyo,Japan,Corporate,20-04-2023
CUST00757,Emily Cabrera,Male,22,pughrichard@example.com,(619)261-3226,London,UK,Corporate,20-04-2021
CUST00676,Philip Jennings,Other,40,ysilva@example.com,948-885-3069,Toronto,Canada,Consumer,02-01-2020
CUST00226,Tom Russell,Female,63,grahamlori@example.org,914-522-6186x4891,Manchester,UK,Consumer,30-12-2021
CUST00673,Randy Espinoza,Female,46,pagecaitlyn@example.com,001-585-885-9013x88186,Chicago,USA,Corporate,30-01-2021
CUST00472,Abigail Henson,Male,23,taylorjulie@example.com,3046399755,Munich,Germany,Home Office,12-07-2024
CUST00297,Richard Bryant,Female,60,sheilarobinson@example.com,001-783-924-6031x3757,Berlin,Germany,Consumer,28-02-2019
CUST00544,Christopher Castillo,Other,37,henglish@example.com,(509)469-8638x069,New York,USA,Corporate,25-05-2022
CUST00557,Jessica Morgan,Female,67,steve88@example.org,001-975-577-9345,Melbourne,Australia,Consumer,29-04-2022
CUST00313,Anne Guerrero,Male,57,lopezdawn@example.net,+1-860-536-6635x84696,Vancouver,Canada,Corporate,05-05-2021
CUST00947,Daniel Martin,Female,18,samantha19@example.com,932-636-1154x8196,Munich,Germany,Consumer,09-10-2020
CUST00433,Scott Lopez,Male,35,cheryl37@example.com,576-706-6376x7570,London,UK,Consumer,23-09-2020
CUST00367,Diane Stark,Male,18,robertgrant@example.org,(531)227-9030,Manchester,UK,Consumer,04-05-2023
CUST00949,Brian Lawrence,Other,46,xhouston@example.com,001-978-429-9159x8924,Paris,France,Corporate,26-12-2019
CUST00354,Brittany Williams,Other,20,molly50@example.org,+1-937-447-7613x25159,Chennai,India,Consumer,22-10-2024
CUST00491,Jason Thompson,Other,22,robertberry@example.org,934.634.1014x4582,Delhi,India,Home Office,20-05-2019
CUST00551,Michael Flores,Other,61,vickirogers@example.org,(718)739-4589x6296,Berlin,Germany,Home Office,20-05-2023
CUST00690,Robert Estrada,Male,23,cwilkerson@example.net,853.789.7092x3618,Tokyo,Japan,Consumer,09-10-2020
CUST00826,Emily Vargas,Other,61,amy86@example.net,415-519-4847x810,Munich,Germany,Consumer,05-10-2023
CUST00117,Lindsey Gomez,Male,56,holtalex@example.org,680-446-1900x3278,Chicago,USA,Corporate,12-06-2022
CUST00183,Rachel Johnson,Female,34,earldixon@example.org,(952)233-3510,New York,USA,Home Office,25-12-2021
CUST00533,Shannon Russell,Male,63,alyssa53@example.com,+1-380-558-5879x3679,Berlin,Germany,Home Office,28-07-2023
CUST00108,Jeffrey Wagner,Other,36,perezrobert@example.com,001-370-200-9494x80914,Mumbai,India,Consumer,08-08-2021
CUST00442,Gerald Hill,Female,34,hicksashley@example.net,207.646.3570x14472,Houston,,Consumer,17-10-2023
CUST00838,Mitchell Clark,Male,29,obrewer@example.org,235.294.1014,Mumbai,India,Consumer,05-09-2021
CUST00045,Samantha Mejia,Male,46,markflores@example.com,+1-718-436-2361x078,London,UK,Consumer,17-11-2024
CUST00908,Alison Santos,Male,18,alyssabright@example.com,667.913.1705,Tokyo,Japan,Consumer,20-09-2023
CUST00328,Michael Cohen,Female,50,qhill@example.net,-3517,Lyon,France,Consumer,07-08-2023
CUST00522,Mariah Torres,Male,61,alisonflores@example.net,001-710-965-0669x84053,Mumbai,India,Consumer,17-07-2021
CUST00799,John Spencer,Female,47,sethmiller@example.com,540.438.6680,Houston,USA,Consumer,26-08-2019
CUST00964,Amanda Mcgrath,Other,52,isharp@example.net,+1-207-585-0591x85260,Melbourne,Australia,Consumer,26-03-2024
CUST00081,Kara Grant,Other,33,jmcdonald@example.net,937.728.9025x7974,Berlin,Germany,Consumer,21-07-2021
CUST00783,Donna Cantu,Male,20,robinsonelizabeth@example.com,(423)796-6705x237,Toronto,Canada,Consumer,03-03-2024
CUST00289,James Perez,Female,20,kimberlywilkinson@example.net,(421)747-1473x0111,Toronto,Canada,Consumer,11-01-2019
CUST00042,Brian Miller,Other,69,bellstephanie@example.org,-7396,Los Angeles,,Consumer,01-04-2022
CUST00161,Marc Johnson,Other,47,sullivanangelica@example.net,+1-878-557-9077x8598,London,UK,Consumer,13-12-2023
CUST00207,Tamara Baker,Female,,taylormendoza@example.org,001-212-328-2985x18601,London,UK,Consumer,05-01-2022
CUST00623,Charles Smith,Female,51,,(740)698-2496,Singapore,Singapore,Home Office,13-08-2019
CUST00247,Zachary White,Male,53,lori51@example.org,001-790-435-6261x6354,Chicago,USA,Consumer,12-12-2021
CUST00920,Leonard Holloway,Male,40,hardyrobert@example.net,(811)451-2018x73882,Toronto,Canada,Consumer,21-08-2021
CUST00600,Nathan Clayton,Male,38,janiceblankenship@example.net,001-999-613-7059x94537,Vancouver,Canada,Consumer,07-02-2023
CUST00624,David Carter,Male,25,brandonjohnson@example.org,(469)644-6769,Bengaluru,India,Home Office,15-06-2020
CUST00662,Hannah Pierce,Female,47,teresa86@example.net,(821)363-1504,Chicago,USA,Corporate,09-10-2023
CUST00953,Patrick Chen,Male,18,davidporter@example.net,001-817-641-6378x773,New York,USA,Corporate,17-03-2021
CUST00887,Brendan Reed,Female,66,sparkscasey@example.net,(676)207-4803x6281,Toronto,Canada,Corporate,12-02-2023
CUST00214,Alexander Vazquez,Other,47,daniellemontgomery@example.net,+1-392-719-1641x1180,Chicago,USA,Consumer,13-06-2019
CUST00004,Donna Baird,Female,22,huntfrederick@example.com,(776)901-8955,Los Angeles,USA,Consumer,24-06-2022
CUST00366,Nichole Andrade,Female,29,jennifer86@example.net,(888)295-7421x413,Los Angeles,USA,Consumer,30-03-2019
CUST00053,Angelica Joseph,Female,65,daniellegates@example.net,(393)472-9306x8265,Toronto,Canada,Consumer,25-06-2020
CUST00735,Dana Cooper,Male,23,kennethtaylor@example.org,,Chennai,India,Consumer,30-11-2021
CUST00944,Crystal Kaiser,Female,31,greenjeffrey@example.org,(322)714-7649x534,Munich,Germany,Home Office,17-04-2019
CUST00625,Tyler Daniels,Female,67,sonyaphillips@example.com,001-521-995-3180x4155,Lyon,France,Corporate,17-05-2024
CUST00321,Anthony Jenkins,Female,55,kevin76@example.com,,Munich,Germany,Corporate,28-02-2019
CUST00617,Joseph Gutierrez,Other,44,ngarcia@example.org,518.677.9475,Chicago,USA,Corporate,04-04-2019
CUST00329,Brett Campbell,Male,58,idrake@example.org,311.456.2231x016,Sydney,Australia,Corporate,24-06-2020
CUST00190,Amy Davenport,Other,43,grantseth@example.net,(497)505-7204,Delhi,India,Home Office,11-07-2022
CUST00236,Tina Bauer,Male,49,randy84@example.org,001-595-714-0583x22370,Singapore,Singapore,Consumer,20-09-2019
CUST00788,Nicole Cordova,Male,63,zhart@example.com,+1-958-578-8985x89917,Chennai,India,Corporate,04-06-2022
